Bitmap,1000000,10,10,0,2.204
Bitmap,1000000,10,1,1,928.513
Bitmap,1000000,10,1,0,2.596
Bitmap,1000000,10,0,0,0.526
Bitmap,26,1,1,0,0.668
Bitmap,26,1,0,0,0.206
Bitmap,100000,100,100,0,2.141
Bitmap,100000,100,10,10,4.116
Bitmap,100000,100,10,1,43.944
Bitmap,100000,100,10,0,1.842
Bitmap,100000,100,1,1,82.038
Bitmap,100000,100,1,0,2.196
Bitmap,100000,100,0,0,0.476
Bitmap,100000,10,10,0,1.874
Bitmap,100000,10,1,1,82.080
Bitmap,100000,10,1,0,2.185
Bitmap,100000,10,0,0,0.478
Bitmap,26,1,1,0,0.667
Bitmap,26,1,0,0,0.207
Bitmap,10000,1000,1000,0,2.371
Bitmap,10000,1000,100,100,4.383
Bitmap,10000,1000,100,10,3.129
Bitmap,10000,1000,100,1,7.872
Bitmap,10000,1000,100,0,1.837
Bitmap,10000,1000,10,10,3.208
Bitmap,10000,1000,10,1,8.024
Bitmap,10000,1000,10,0,1.500
Bitmap,10000,1000,1,1,12.001
Bitmap,10000,1000,1,0,1.753
Bitmap,10000,1000,0,0,0.421
Bitmap,10000,100,100,0,1.827
Bitmap,10000,100,10,10,3.173
Bitmap,10000,100,10,1,8.001
Bitmap,10000,100,10,0,1.507
Bitmap,10000,100,1,1,12.786
Bitmap,10000,100,1,0,1.783
Bitmap,10000,100,0,0,0.420
Bitmap,10000,10,10,0,1.546
Bitmap,10000,10,1,1,12.117
Bitmap,10000,10,1,0,1.752
Bitmap,10000,10,0,0,0.420
Bitmap,26,1,1,0,0.680
Bitmap,26,1,0,0,0.206
Bitmap,1000,10000,10000,0,8.325
Bitmap,1000,10000,1000,1000,11.066
Bitmap,1000,10000,1000,100,3.460
Bitmap,1000,10000,1000,10,2.193
Bitmap,1000,10000,1000,1,2.855
Bitmap,1000,10000,1000,0,2.065
Bitmap,1000,10000,100,100,3.463
Bitmap,1000,10000,100,10,2.133
Bitmap,1000,10000,100,1,2.790
Bitmap,1000,10000,100,0,1.506
Bitmap,1000,10000,10,10,2.224
Bitmap,1000,10000,10,1,2.855
Bitmap,1000,10000,10,0,1.161
Bitmap,1000,10000,1,1,3.492
Bitmap,1000,10000,1,0,1.311
Bitmap,1000,10000,0,0,0.283
Bitmap,1000,1000,1000,0,2.083
Bitmap,1000,1000,100,100,3.478
Bitmap,1000,1000,100,10,2.181
Bitmap,1000,1000,100,1,2.869
Bitmap,1000,1000,100,0,1.555
Bitmap,1000,1000,10,10,2.265
Bitmap,1000,1000,10,1,2.913
Bitmap,1000,1000,10,0,1.201
Bitmap,1000,1000,1,1,3.536
Bitmap,1000,1000,1,0,1.313
Bitmap,1000,1000,0,0,0.283
Bitmap,1000,100,100,0,1.488
Bitmap,1000,100,10,10,2.209
Bitmap,1000,100,10,1,2.803
Bitmap,1000,100,10,0,1.143
Bitmap,1000,100,1,1,3.404
Bitmap,1000,100,1,0,1.243
Bitmap,1000,100,0,0,0.283
Bitmap,1000,10,10,0,1.181
Bitmap,1000,10,1,1,3.473
Bitmap,1000,10,1,0,1.303
Bitmap,1000,10,0,0,0.283
Bitmap,26,1,1,0,0.675
Bitmap,26,1,0,0,0.206
Bitmap,100,100000,100000,0,82.035
Bitmap,100,100000,10000,10000,86.446
Bitmap,100,100000,10000,1000,11.506
Bitmap,100,100000,10000,100,3.846
Bitmap,100,100000,10000,10,2.578
Bitmap,100,100000,10000,1,2.605
Bitmap,100,100000,10000,0,7.223
Bitmap,100,100000,1000,1000,10.637
Bitmap,100,100000,1000,100,2.864
Bitmap,100,100000,1000,10,1.626
Bitmap,100,100000,1000,1,1.731
Bitmap,100,100000,1000,0,1.827
Bitmap,100,100000,100,100,2.849
Bitmap,100,100000,100,10,1.682
Bitmap,100,100000,100,1,1.717
Bitmap,100,100000,100,0,1.306
Bitmap,100,100000,10,10,1.623
Bitmap,100,100000,10,1,1.661
Bitmap,100,100000,10,0,0.949
Bitmap,100,100000,1,1,1.742
Bitmap,100,100000,1,0,0.894
Bitmap,100,100000,0,0,0.241
Bitmap,100,10000,10000,0,7.140
Bitmap,100,10000,1000,1000,10.379
Bitmap,100,10000,1000,100,2.811
Bitmap,100,10000,1000,10,1.618
Bitmap,100,10000,1000,1,1.692
Bitmap,100,10000,1000,0,1.825
Bitmap,100,10000,100,100,2.695
Bitmap,100,10000,100,10,1.487
Bitmap,100,10000,100,1,1.572
Bitmap,100,10000,100,0,1.230
Bitmap,100,10000,10,10,1.541
Bitmap,100,10000,10,1,1.639
Bitmap,100,10000,10,0,0.856
Bitmap,100,10000,1,1,1.728
Bitmap,100,10000,1,0,0.863
Bitmap,100,10000,0,0,0.241
Bitmap,100,1000,1000,0,1.790
Bitmap,100,1000,100,100,2.647
Bitmap,100,1000,100,10,1.493
Bitmap,100,1000,100,1,1.537
Bitmap,100,1000,100,0,1.269
Bitmap,100,1000,10,10,1.524
Bitmap,100,1000,10,1,1.606
Bitmap,100,1000,10,0,0.930
Bitmap,100,1000,1,1,1.788
Bitmap,100,1000,1,0,0.885
Bitmap,100,1000,0,0,0.241
Bitmap,100,100,100,0,1.238
Bitmap,100,100,10,10,1.528
Bitmap,100,100,10,1,1.599
Bitmap,100,100,10,0,0.868
Bitmap,100,100,1,1,1.800
Bitmap,100,100,1,0,0.936
Bitmap,100,100,0,0,0.241
Bitmap,100,10,10,0,0.872
Bitmap,100,10,1,1,1.779
Bitmap,100,10,1,0,0.904
Bitmap,100,10,0,0,0.241
Bitmap,24,1,1,0,0.655
Bitmap,24,1,0,0,0.207
Bitmap,10,1000000,1000000,0,908.068
Bitmap,10,1000000,100000,100000,847.379
Bitmap,10,1000000,100000,10000,98.203
Bitmap,10,1000000,100000,1000,22.927
Bitmap,10,1000000,100000,100,15.219
Bitmap,10,1000000,100000,10,13.936
Bitmap,10,1000000,100000,1,13.815
Bitmap,10,1000000,100000,0,82.737
Bitmap,10,1000000,10000,10000,85.672
Bitmap,10,1000000,10000,1000,10.637
Bitmap,10,1000000,10000,100,3.012
Bitmap,10,1000000,10000,10,1.875
Bitmap,10,1000000,10000,1,1.816
Bitmap,10,1000000,10000,0,7.357
Bitmap,10,1000000,1000,1000,9.839
Bitmap,10,1000000,1000,100,2.113
Bitmap,10,1000000,1000,10,0.969
Bitmap,10,1000000,1000,1,0.908
Bitmap,10,1000000,1000,0,1.507
Bitmap,10,1000000,100,100,2.062
Bitmap,10,1000000,100,10,0.901
Bitmap,10,1000000,100,1,0.849
Bitmap,10,1000000,100,0,0.954
Bitmap,10,1000000,10,10,0.969
Bitmap,10,1000000,10,1,0.882
Bitmap,10,1000000,10,0,0.600
Bitmap,10,1000000,1,1,0.958
Bitmap,10,1000000,1,0,0.491
Bitmap,10,1000000,0,0,0.185
Bitmap,10,100000,100000,0,81.822
Bitmap,10,100000,10000,10000,85.699
Bitmap,10,100000,10000,1000,10.731
Bitmap,10,100000,10000,100,3.120
Bitmap,10,100000,10000,10,1.878
Bitmap,10,100000,10000,1,1.838
Bitmap,10,100000,10000,0,7.265
Bitmap,10,100000,1000,1000,9.767
Bitmap,10,100000,1000,100,2.122
Bitmap,10,100000,1000,10,0.926
Bitmap,10,100000,1000,1,0.868
Bitmap,10,100000,1000,0,1.498
Bitmap,10,100000,100,100,2.104
Bitmap,10,100000,100,10,0.847
Bitmap,10,100000,100,1,0.812
Bitmap,10,100000,100,0,0.920
Bitmap,10,100000,10,10,0.882
Bitmap,10,100000,10,1,0.839
Bitmap,10,100000,10,0,0.607
Bitmap,10,100000,1,1,0.843
Bitmap,10,100000,1,0,0.464
Bitmap,10,100000,0,0,0.185
Bitmap,10,10000,10000,0,6.904
Bitmap,10,10000,1000,1000,9.728
